28.6409003427 , 77.2338369558
28.6401748218 , 77.2330154218
28.6407079812 , 77.231883662
28.6406900491 , 77.231918658
28.6405225014 , 77.2322524007
28.6404293121 , 77.2324387514
28.6403341078 , 77.2326443436
28.640243087 , 77.232879768
28.6401499584 , 77.2332329992
28.6400168773 , 77.2337432849
28.6398814659 , 77.234226696
28.6398490375 , 77.2343409828
28.6396928755 , 77.2349120998
28.6396647414 , 77.2350315418
28.639641254 , 77.2351406874
28.6396056859 , 77.2353093247
28.6395873295 , 77.2354453893
28.639572068 , 77.2355743846
28.6395639873 , 77.235687393
28.6394734002 , 77.2368350066
28.6394466843 , 77.2371739339
28.639405165 , 77.237688369
28.6394011393 , 77.2377390748
28.6393780355 , 77.2380243977
28.6393267168 , 77.2387034569
28.6393265011 , 77.2387062817
28.6392835891 , 77.2387643957
28.6392061172 , 77.2394544447
28.6391917523 , 77.2396763142
28.6392009632 , 77.2399655087
28.6392189488 , 77.2401384335
