28.7084111356 , 77.1795453356
28.7084218145 , 77.1795287054
28.7084146934 , 77.17953912
28.7084068433 , 77.1795500755
28.7084082758 , 77.1795481634
28.7084201043 , 77.1795338609
28.7082956766 , 77.1796913081
28.7081191089 , 77.1798065867
28.708144388 , 77.1797902232
28.7081828161 , 77.1797649124
28.7080439942 , 77.1798319336
28.7079699313 , 77.1798551082
28.7082560247 , 77.1797753927
28.7086106394 , 77.1795303928
28.7086489214 , 77.1794974658
28.7086731547 , 77.1794824748
28.708812847 , 77.1793893241
28.7089816504 , 77.179274278
28.7091747029 , 77.179089351
28.7092464203 , 77.1790193239
28.7093887731 , 77.1788753285
28.7094020656 , 77.1788610343
28.7094054566 , 77.1788578677
28.7095185482 , 77.1787508038
28.7095528661 , 77.1787201969
28.7095920679 , 77.1786849928
28.7096110998 , 77.1786687788
28.7097505316 , 77.1785649291
28.7097845035 , 77.1785352156
28.7098513636 , 77.1784810772
28.710142873 , 77.1782409307
28.7102928452 , 77.1781152817
28.7103925055 , 77.1780328654
28.7104443051 , 77.1779907948
28.7104873149 , 77.1779513848
28.7106414084 , 77.1778136725
28.7107297377 , 77.1777353532
28.7108099644 , 77.17765927
28.7110171063 , 77.1774739938
28.7110821739 , 77.177414122
28.7110891629 , 77.1774071464
28.7110836999 , 77.1774118684
28.7111280887 , 77.1773725217
28.7111663552 , 77.1773397346
28.711218071 , 77.1772937828
28.7112538407 , 77.1772627661
28.7114290884 , 77.177109418
28.711538341 , 77.1770134937
28.7117877566 , 77.1767957929
28.7118385717 , 77.1767484269
28.7120475281 , 77.1765591175
28.712483198 , 77.176179066
28.7126368875 , 77.1760424627
28.7127176977 , 77.1759634858
28.7127203386 , 77.1759609358
28.7129274042 , 77.1757831093
28.7131519796 , 77.1755745706
28.7132224147 , 77.175505733
28.7132655382 , 77.1754638228
28.7136177965 , 77.1751257979
28.7143502239 , 77.1744447231
28.7144461326 , 77.1743568383
28.7145007211 , 77.1742901427
28.7144658856 , 77.1743228689
28.7150338666 , 77.1737948942
28.7156660695 , 77.1732454247
28.7157335989 , 77.1731875461
28.7162074971 , 77.1727730852
28.7163539472 , 77.1726364492
28.7164351431 , 77.1725583266
28.7164881403 , 77.1725073334
28.7165569359 , 77.1724452557
28.7166550967 , 77.1723549335
28.7168427121 , 77.1721971477
28.7172604769 , 77.1718317155
28.7172590297 , 77.1718329357
28.717473561 , 77.171657158
28.7175999505 , 77.1715636918
28.7177123064 , 77.1714814795
28.7178235612 , 77.1713985248
28.7178560722 , 77.1713724531
28.7183351897 , 77.1709904655
28.7183910302 , 77.1709472671
28.71848494 , 77.1708686925
28.7185875352 , 77.1707811244
28.718645972 , 77.1707318831
28.7187243765 , 77.1706672386
28.7190935791 , 77.1703540395
28.7194628365 , 77.1700419021
28.7195661239 , 77.1699553586
28.7197289526 , 77.1698157858
28.7199074376 , 77.1696645384
28.7201863371 , 77.1694083766
28.7202577222 , 77.1693406573
28.7203093413 , 77.1692945376
28.7203409218 , 77.1692669129
28.7203904075 , 77.1692227931
28.720467176 , 77.1691584543
28.7206462255 , 77.1690022841
